#,Dataslice name,Dataslice is relevant to,Columns in this data slice,Field type,Datatype in python,Column description
6,undata_shock,"Shocks, disasters, crisis faced",shock_firemanmade,esriFieldTypeSmallInteger,integer,"Question asked: 'Has your household or community faced any particular disaster or crisis affecting your household's ability to raise an income and/or to produce food for self consumption in the last 3 months, and if so, which one(s)?' 'Yes' if 'Fire from human-induced disaster' selected."
6,undata_shock,"Shocks, disasters, crisis faced",shock_othermanmadehazard,esriFieldTypeSmallInteger,integer,"Question asked: 'Has your household or community faced any particular disaster or crisis affecting your household's ability to raise an income and/or to produce food for self consumption in the last 3 months, and if so, which one(s)?' 'Yes' if 'Other human-induced hazard' selected."
6,undata_shock,"Shocks, disasters, crisis faced",shock_dk,esriFieldTypeSmallInteger,integer,"Question asked: 'Has your household or community faced any particular disaster or crisis affecting your household's ability to raise an income and/or to produce food for self consumption in the last 3 months, and if so, which one(s)?' 'Yes' if 'DON'T KNOW' selected."
6,undata_shock,"Shocks, disasters, crisis faced",shock_ref,esriFieldTypeSmallInteger,integer,"Question asked: 'Has your household or community faced any particular disaster or crisis affecting your household's ability to raise an income and/or to produce food for self consumption in the last 3 months, and if so, which one(s)?' 'Yes' if 'REFUSED' selected."
7,undata_cs,Coping Strategies,,,,
7,undata_cs,Coping Strategies,cs_hh_assets,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to sell household assets / goods (radio, furniture, television, jewelry, etc.) because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_spent_savings,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to spend savings because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_sold_more_animals,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to sell more animals (non-reproductive) than usual because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_eat_elsewhere,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to send household members to eat elsewhere because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_borrowed_or_helped,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to borrow food or rely on help from friends or relatives because of lack of food or money?'"
7,undata_cs,Coping Strategies,cs_credit,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to purchase food on credit or borrowed food because of lack of food or money?'"
7,undata_cs,Coping Strategies,cs_borrowed_money,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to borrow money because of lack of food or money?'"
7,undata_cs,Coping Strategies,cs_changed_school,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to move children to less expensive schools because of lack of food or money?'"
7,undata_cs,Coping Strategies,cs_sold_prod_assets,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to sell productive assets or means of transport (sewing machine, wheelbarrow, bicycle, car, etc.) because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_no_school,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to withdraw children from school because of lack of food or money?'"
7,undata_cs,Coping Strategies,cs_reduced_health_exp,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to reduce expenses on health (including drugs) because of lack of food or money?'"
7,undata_cs,Coping Strategies,cs_harv_immature_crops,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to harvest immature crops (e.g. green maize) to eat because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_consume_seed_stock,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household consume seed stocks that were to be held/saved for the next planting season because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_decrease_input_exp,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to decrease expenditures on fertilizer, pesticide, fodder, animal feed, veterinary care, etc. because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_sold_house,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to sell a house or land because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_begged,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to beg because of lack of food or money?'"
7,undata_cs,Coping Strategies,cs_illegal,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to engage in illegal or degrading income activities (theft, prostitution) because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_sold_last_female,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did anyone in your household have to sell your last female animals because of lack of food or money?'."
7,undata_cs,Coping Strategies,cs_hh_migration,esriFieldTypeSmallInteger,integer,"Question asked: 'Over the past 30 days, did your entire household have to migrate because of lack of food or money?'."
8,undata_income,Income,,,,
8,undata_income,Income,income_main,esriFieldTypeSmallInteger,integer,Question asked: 'What was your household's main source of income in the past 3 months?'
8,undata_income,Income,income_main_amount,esriFieldTypeInteger,integer,"Question asked: 'How much was earned in #currency# from your main income source, [income_main], in the past 3 months?'. #currency# will be replaced with the country specific information (e.g. Pakistani Rupee, Pesos, Dollars, etc...). [income_main] will be replaced with the main income source of the respondent."
8,undata_income,Income,income_main_gender,esriFieldTypeSmallInteger,integer,Question asked: 'What is the gender of the household member(s) generating income from this source?'
8,undata_income,Income,income_main_control,esriFieldTypeSmallInteger,integer,Question asked: 'Who controls the revenue that is earned from this source?'
8,undata_income,Income,income_main_comp,esriFieldTypeSmallInteger,integer,"Question asked: 'Has your household's income from [income_main] changed in the last 3 months compared to the same period of #reference year#?'. #reference year# will be replaced with the country specific information (e.g. a normal year, last year, etc...). [income_main] will be replaced with the main income source of the respondent."
8,undata_income,Income,income_sec,esriFieldTypeSmallInteger,integer,Question asked: 'What was your household's second most important source of income in the past 3 months?'
8,undata_income,Income,income_sec_amount,esriFieldTypeInteger,integer,"Question asked: 'How much was earned in #currency# from your second main income source, [income_sec], in the past 3 months ?'. #currency# will be replaced with the country specific information (e.g. Pakistani Rupee, Pesos, Dollars, etc...). [income_sec] will be replaced with the second main income source of the respondent."
8,undata_income,Income,income_sec_gender,esriFieldTypeSmallInteger,integer,Question asked: 'What is the gender of the household member(s) generating income from this source?'
8,undata_income,Income,income_sec_control,esriFieldTypeSmallInteger,integer,Question asked: 'Who controls the revenue that is earned from this source?'
8,undata_income,Income,income_sec_comp,esriFieldTypeSmallInteger,integer,"Question asked: 'Has your household's income from [income_sec] changed in the last 3 months compared to the same period of #reference year#?'. #reference year# will be replaced with the country specific information (e.g. a normal year, last year, etc...). [income_sec] will be replaced with the second main income source of the respondent."
8,undata_income,Income,income_third,esriFieldTypeSmallInteger,integer,Question asked: 'What was your household's third most important source of income in the past 3 months?'
8,undata_income,Income,income_third_amount,esriFieldTypeInteger,integer,"Question asked: 'How much was earned in #currency# from your third main source of income, [income_third], in the past 3 months?'. #currency# will be replaced with the country specific information (e.g. Pakistani Rupee, Pesos, Dollars, etc...). [income_third] will be replaced with the third main income source of the respondent."
8,undata_income,Income,income_third_gender,esriFieldTypeSmallInteger,integer,Question asked: 'What is the gender of the household member(s) generating income from this source?'
8,undata_income,Income,income_third_control,esriFieldTypeSmallInteger,integer,Question asked: 'Who controls the revenue that is earned from this source?'
8,undata_income,Income,income_third_comp,esriFieldTypeSmallInteger,integer,"Question asked: 'Has your household's income from [income_third] changed in the last 3 months compared to the same period of #reference year#?'. #reference year# will be replaced with the country specific information (e.g. a normal year, last year, etc...). [income_third] will be replaced with the third main income source of the respondent."
9,undata_hdds,Household Dietary Diversity,,,,
9,undata_hdds,Household Dietary Diversity,hdds_cereals,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Cereals (sorghum / millet / corn / wheat / rice / spaghetti / bread or insert any other locally available grain)'."
9,undata_hdds,Household Dietary Diversity,hdds_rootstubers,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Roots and tubers (white sweet potato / potato / yam / cassava or other tubers)'."
9,undata_hdds,Household Dietary Diversity,hdds_vegetables,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Vegetables (all)'."
9,undata_hdds,Household Dietary Diversity,hdds_fruits,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Fruit (all)'."
9,undata_hdds,Household Dietary Diversity,hdds_meat,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Meat, poultry and offal (beef / pork / lamb / goat / rabbit / wild game / chicken / duck / liver / kidney / heart / or other organ meats)'."
9,undata_hdds,Household Dietary Diversity,hdds_eggs,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Eggs'."
9,undata_hdds,Household Dietary Diversity,hdds_fish,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Fish or shellfish (fresh or dried fish / shellfish)'."
9,undata_hdds,Household Dietary Diversity,hdds_legumes,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Legumes, nuts and seeds (beans / peas / peanut / lentils / almond / other nuts)'."
9,undata_hdds,Household Dietary Diversity,hdds_milkdairy,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Milk and other dairy products (fresh milk / sour / yogurt / cheese / other dairy products)'."
9,undata_hdds,Household Dietary Diversity,hdds_oils,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Oils and fat (cooking / butter / margarine / fat / oil / other oil)'."
9,undata_hdds,Household Dietary Diversity,hdds_sugar,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Sugar or sugary products (honey / jam / donuts / candy / chocolate / biscuits / pastries / cakes and other sweet products)'."
9,undata_hdds,Household Dietary Diversity,hdds_condiments,esriFieldTypeSmallInteger,integer,"Question asked: 'Now I would like to ask you a set of questions on food consumption, referring to the 24 hours of yesterday. Please describe the foods (meals and snacks) that you or any household member ate or drank at home yesterday (in the 24 hours of yesterday: breakfast, lunch, dinner and snacks).' and the respondant answered 'Condiments (cocoa / salt / garlic / spices / yeast / baking powder / tomato or tomato sauce / meat or fish as a condiment) and coffee / tea'."
9,undata_hdds,Household Dietary Diversity,hdds_score,esriFieldTypeSmallInteger,integer,The number of food groups consumed in the 24 hours prior to the survey.
9,undata_hdds,Household Dietary Diversity,hdds_class,esriFieldTypeSmallInteger,integer,"Households are classified as having low dietary diversity if they consume less than 3 food groups, medium dietary diversity if they consume 3 or 4 food groups and high dietary diversity if they consume 5 or more food groups."
10,undata_covid,Covid,,,,
10,undata_covid,Covid,covid_goodstransp,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Movement restrictions (sometimes producing product scarcity or price hikes)' selected.
10,undata_covid,Covid,covid_marketclosed,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Closure of food markets or other businesses' selected.
10,undata_covid,Covid,covid_borderclosed,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Closure of international borders (affecting the purchase of imported inputs or the sale of goods for export or transhumance)' selected.
10,undata_covid,Covid,covid_stayhome,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Stay at home order' selected.
10,undata_covid,Covid,covid_gatherings,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Ban on gatherings' selected.
10,undata_covid,Covid,covid_processclosed,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Closure of food processors (slaughterhouse / dairy cooperatives / etc) or restaurants' selected.
10,undata_covid,Covid,covid_curfew,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Curfews' selected.
10,undata_covid,Covid,covid_school,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Closure of schools' selected.
10,undata_covid,Covid,covid_other,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Other (specify)' selected.
10,undata_covid,Covid,covid_none,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'Not affected by restrictions' selected.
10,undata_covid,Covid,covid_dk,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'DON'T KNOW' selected.
10,undata_covid,Covid,covid_ref,esriFieldTypeSmallInteger,integer,Question asked: 'Have you or anyone in your household been affected by movement restrictions or social distancing measures aimed at containing COVID-19 in the last 3 months?' 'Yes' if 'REFUSED' selected.
11,undata_fies,Food Insecurity Experience Scale,,,,
11,undata_fies,Food Insecurity Experience Scale,fies_worried,esriFieldTypeSmallInteger,integer,"Question asked: 'During the last 30 days, was there a time when you or others in your household were worried about not having enough food to eat because of lack of money or other resources?'."
11,undata_fies,Food Insecurity Experience Scale,fies_healthy,esriFieldTypeSmallInteger,integer,"Question asked: 'During the last 30 days, was there a time when you or others in your household were unable to eat healthy and nutritious food because of lack of money or other resources?'."
11,undata_fies,Food Insecurity Experience Scale,fies_fewfoods,esriFieldTypeSmallInteger,integer,"Question asked: 'During the last 30 days, was there a time when you or others in your household ate only a few kinds of foods because of lack of money or other resources?'."
11,undata_fies,Food Insecurity Experience Scale,fies_skipped,esriFieldTypeSmallInteger,integer,"Question asked: 'During the last 30 days, was there a time when you or others in your household had to skip a meal because of lack of money or other resources to get food?'. "
11,undata_fies,Food Insecurity Experience Scale,fies_ateless,esriFieldTypeSmallInteger,integer,"Question asked: 'During the last 30 days, was there a time when you or others in your household ate less than you thought you should because of lack of money or other resources?'. "
11,undata_fies,Food Insecurity Experience Scale,fies_ranout,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 30 days, was there ever no food to eat of any kind in your house because of lack of resources to get food?'. "
11,undata_fies,Food Insecurity Experience Scale,fies_ranout_hhs,esriFieldTypeSmallInteger,integer,"Following a 'Yes' answer to the 'fies_ranout' question 'How often did this happen?', the respondent is required to select the frequency of when there was no food to eat of any kind in houshold's house because of lack of resources to get food."
11,undata_fies,Food Insecurity Experience Scale,fies_hungry,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 30 days, did you or any household member ever go to sleep at night hungry because there was not enough food?'."
11,undata_fies,Food Insecurity Experience Scale,fies_hungry_hhs,esriFieldTypeSmallInteger,integer,"Following a 'Yes' answer to the 'fies_hungry' question 'How often did this happen?', the respondent is required to select the frequency of any household member go to sleep at night hungry because there was not enough food."
11,undata_fies,Food Insecurity Experience Scale,fies_whlday,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 30 days, did you or any household member ever go a whole day and night without eating anything at all because there was not enough food?'."
11,undata_fies,Food Insecurity Experience Scale,fies_whlday_hhs,esriFieldTypeSmallInteger,integer,"Following a 'Yes' answer to the 'fies_whlday' question 'How often did this happen?', the respondent is required to select the frequency of any household member go a whole day and night without eating anything at all because there was not enough food."
11,undata_fies,Food Insecurity Experience Scale,fies_rawscore,esriFieldTypeSmallInteger,integer,This variable represents the sum of the values of all fies_ fields.
12,undata_hh,Households,,,,
12,undata_hh,Households,hh_agricactivity,esriFieldTypeSmallInteger,integer,"Question asked: 'Has anybody in your household produced crops or livestock for household consumption or for sale in the past 12 months, including household members currently away for transhumance?'"
12,undata_hh,Households,hh_gender,esriFieldTypeSmallInteger,integer,Question asked: 'Is the head of your household male or female?'
12,undata_hh,Households,hh_education,esriFieldTypeSmallInteger,integer,Question asked: 'What is the educational level attained by the head of household?'
12,undata_hh,Households,hh_wealth_water,esriFieldTypeSmallInteger,integer,Question asked: 'Where does the water that you drink at home come from?'
12,undata_hh,Households,hh_wealth_toilet,esriFieldTypeSmallInteger,integer,Question asked: 'Where do household members typically go to use a toilet?'
12,undata_hh,Households,hh_wealth_light,esriFieldTypeSmallInteger,integer,Question asked: 'What is the main source of light in your dwelling?'
12,undata_hh,Households,hh_residencetype,esriFieldTypeSmallInteger,integer,Question asked: 'Which in the following types of residence best describes your residence?'
12,undata_hh,Households,hh_size,esriFieldTypeInteger,integer,Question asked: 'How many people are part of the household?'
12,undata_hh,Households,hh_maritalstat,esriFieldTypeSmallInteger,integer,Question asked: 'What is the head of household’s current marital status?'
12,undata_hh,Households,hh_age,esriFieldTypeSmallInteger,integer,Question asked: 'How old is the head of household?'
13,undata_fcs,Food consumption score,,,,
13,undata_fcs,Food consumption score,fcs,esriFieldTypeSmallInteger,integer,"The Food consumption Score (FCS) is an index that aggregates household-level data on the diversity and frequency of food groups consumed over the last 7 days. It is then weighted according to the relative nutritional value of the consumed food groups. Food groups containing nutritionally dense foods (e.g. animal based products) are given greater weight than those containing less nutrional value (e.g. tubers) as follows: (main staples:2, pulses:3, vegetables:1, fruit:1, meat/fish:4, milk:4, sugar:0.5, oil:0.5)."
13,undata_fcs,Food consumption score,fcs_staple_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household eat starches, roots and tubers such as rice, maize, pasta, bread, sorghum, millet, potato, yam, cassava, white sweet potato?'."
13,undata_fcs,Food consumption score,fcs_pulses_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household eat pulses and nuts such as beans, lentils, cowpeas, soybean, pigeon peas and peanuts or other nuts?'."
13,undata_fcs,Food consumption score,fcs_vegetables_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household eat vegetables or leaves such as #local vegetables# and/or other leaves/vegetables?' #local vegetables# will be replaced with the country specific information."
13,undata_fcs,Food consumption score,fcs_fruit_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household eat fruit such as #local fruits# and/or other fruits?' #local fruits# will be replaced with the country specific information."
13,undata_fcs,Food consumption score,fcs_meat_fish_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household eat meat, eggs or fish (any type of meat or fish including insects, birds, bush meat, seafood, or organs)?'."
13,undata_fcs,Food consumption score,fcs_dairy_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household consume fresh milk, sour milk, yogurt, cheese or other dairy products? (Excluding margarine/butter or small amounts of milk for tea/ coffee)'."
13,undata_fcs,Food consumption score,fcs_sugar_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household consume sugar or sweets such as sugar, honey, jam, cakes, candy, cookies, pastries, cakes and other sweets and sugary drinks?'."
13,undata_fcs,Food consumption score,fcs_oil_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household eat oil/fat/butter such as vegetable oil, palm oil, groundnut oil, margarine, other fats / oil?'."
13,undata_fcs,Food consumption score,fcs_condiments_days,esriFieldTypeSmallInteger,integer,"Question asked: 'How many days over the last 7 days, did members of your household eat spices or condiments such as tea, coffee, cocoa, salt, garlic, spices, yeast, meat fish as a condiment or small amounts of milk for tea or coffee?'."
14,undata_assistance,Assistance,,,,
14,undata_assistance,Assistance,assistance_quality,esriFieldTypeSmallInteger,integer,"Question asked: 'Were you satisfied with the quality of the assistance provided? ', the respondent is required to select the quality of assistance in terms of sufficient assistance in terms of sufficient assistance for production or sales difficulty to be overcome. "
14,undata_assistance,Assistance,assistance_fao,esriFieldTypeSmallInteger,integer,"Following an answer to the 'assistance_quality' question 'Who provided your household with this assistance?', the respondent is required to select the organization providing the assistance. 'Yes' if 'FAO'."
14,undata_assistance,Assistance,assistance_wfp,esriFieldTypeSmallInteger,integer,"Following an answer to the 'assistance_quality' question 'Who provided your household with this assistance?', the respondent is required to select the organization providing the assistance. 'Yes' if 'WFP'."
14,undata_assistance,Assistance,assistance_otherun,esriFieldTypeSmallInteger,integer,"Following an answer to the 'assistance_quality' question 'Who provided your household with this assistance?', the respondent is required to select the organization providing the assistance. 'Yes' if 'Other UN agencies'."
14,undata_assistance,Assistance,assistance_gov,esriFieldTypeSmallInteger,integer,"Following an answer to the 'assistance_quality' question 'Who provided your household with this assistance?', the respondent is required to select the organization providing the assistance. 'Yes' if 'Government'."
14,undata_assistance,Assistance,assistance_ngo,esriFieldTypeSmallInteger,integer,"Following an answer to the 'assistance_quality' question 'Who provided your household with this assistance?', the respondent is required to select the organization providing the assistance. 'Yes' if 'Non-governmental/local organization'."
14,undata_assistance,Assistance,assistance_dk,esriFieldTypeSmallInteger,integer,"Following an answer to the 'assistance_quality' question 'Who provided your household with this assistance?', the respondent is required to select the organization providing the assistance. 'Yes' if 'DON'T KNOW'."
14,undata_assistance,Assistance,assistance_ref,esriFieldTypeSmallInteger,integer,"Following an answer to the 'assistance_quality' question 'Who provided your household with this assistance?', the respondent is required to select the organization providing the assistance. 'Yes' if 'REFUSED'."
15,undata_rcsi,reduced coping strategy index,,,,
15,undata_rcsi,reduced coping strategy index,rcsi_less_preferred_foods,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 7 days, how many days did your household rely on less preferred or less expensive food due to lack of food/money?'."
15,undata_rcsi,reduced coping strategy index,rcsi_borrowed_food,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 7 days, how many days did your household borrow food, or rely on help from a friend or relative due to lack of food or money to buy food? '."
15,undata_rcsi,reduced coping strategy index,rcsi_reduce_number_meals,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 7 days, how many days did your household reduce the number of meals eaten in a day due to lack of food or money to buy food?'."
15,undata_rcsi,reduced coping strategy index,rcsi_limit_portions,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 7 days, how many days did your household limit portion sizes at mealtime due to lack of food or money to buy food? '."
15,undata_rcsi,reduced coping strategy index,rcsi_restrict_adult_consumpt,esriFieldTypeSmallInteger,integer,"Question asked: 'In the past 7 days, how many days did your household restrict consumption by adults so children could eat, due to lack of food or money to buy food?'."
15,undata_rcsi,reduced coping strategy index,rcsi_score,esriFieldTypeSmallInteger,integer,The rCSI is an experience-based indicator measuring the behavior of households over the past seven days when they did not have enough food or money to purchase food. The score is equal to the sum of number of days each strategy has been used times its strategy weight.
15,undata_rcsi,reduced coping strategy index,rcsi_class,esriFieldTypeSmallInteger,integer,"Households are divided in four classes according to the rCSI score: 0-3, 4-18, and 19 and above which correspond to IPC Phases 1, 2 and 3 and above respectively"
16,undata_weight,weightings of factors,,,,
16,undata_weight,weightings of factors,weight_base,esriFieldTypeDouble,float,
16,undata_weight,weightings of factors,weight_quota,esriFieldTypeDouble,float,
16,undata_weight,weightings of factors,weight_crop_prod,esriFieldTypeDouble,float,
16,undata_weight,weightings of factors,weight_livestock_prod,esriFieldTypeDouble,float,
16,undata_weight,weightings of factors,weight_wealth,esriFieldTypeDouble,float,
16,undata_weight,weightings of factors,weight_educ,esriFieldTypeDouble,float,
16,undata_weight,weightings of factors,weight_final,esriFieldTypeDouble,float,Final weight used for data aggregation
17,undata_resp,respondent information,,,,
17,undata_resp,respondent information,resp_age,esriFieldTypeInteger,integer,Question asked: 'How old are you?'
17,undata_resp,respondent information,resp_gender,esriFieldTypeSmallInteger,integer,Question asked: 'What is the gender of the respondent?'
17,undata_resp,respondent information,resp_isfishproducer,esriFieldTypeSmallInteger,integer,"1 if household is involved in the capture, culture, processing or sales of fish"
17,undata_resp,respondent information,resp_iscropproducer,esriFieldTypeSmallInteger,integer,1 if household is involved in the crop production or sales.
17,undata_resp,respondent information,resp_islsproducer,esriFieldTypeSmallInteger,integer,1 if household is involved in the livestock production or sales.
18,undata_adm,administrative level,,,,
18,undata_adm,administrative level,adm0_name,esriFieldTypeString,String,Country name
18,undata_adm,administrative level,adm0_iso3,esriFieldTypeString,String,Country ISO3 Code
18,undata_adm,administrative level,adm0_m49,esriFieldTypeString,String,Country M49 Code
18,undata_adm,administrative level,adm1_pcode,esriFieldTypeString,String,Administrative level 1 - Code
18,undata_adm,administrative level,adm1_name,esriFieldTypeString,String,Administrative level 1 - Name
18,undata_adm,administrative level,adm2_pcode,esriFieldTypeString,String,Administrative level 2 - Code
18,undata_adm,administrative level,adm2_name,esriFieldTypeString,String,Administrative level 2 - Name
18,undata_adm,administrative level,adm3_pcode,esriFieldTypeString,String,Administrative level 3 - Code
18,undata_adm,administrative level,adm3_name,esriFieldTypeString,String,Administrative level 3 - Name
18,undata_adm,administrative level,adm_level,,,
19,undata_other,Other data,,,,
19,undata_other,Other data,p_mod,esriFieldTypeDouble,float,Prevalence of recent moderate or severe household food insecurity (FIES). The values range from 0 to 1.
19,undata_other,Other data,p_sev,esriFieldTypeDouble,float,Prevalence of recent severe household food insecurity (FIES). The values range from 0 to 1.
19,undata_other,Other data,p_ipc3plus,esriFieldTypeDouble,float,Prevalence of recent household food insecurity (FIES) aligned with definitions adopted in the Integrated Food Security Phase Classification (IPC) corresponding to severity levels equivalent to IPC Phase 3 or more. The values range from 0 to 1.
